text,label
im sorry for the spam but My name is Jenny. I go to high school where  everyone dresses fashionable but for me I don't because i need money to buy  cute clothes. I have low self esteem . I live with my dad. my mom passed  away when i was 6 so i don't really have a mother figure. I have 2 brothers  who is older than me. Since they are boys they get the attention while i  just be alone. I really want to wear pretty clothes like the girls in my  school and get a boyfriend. i just can't be my self. im very quite and shy  at school because i don't have the confidence in myself to talk to someone.  i did have one friend name Caroline but she moved away so now im alone. if  you could donate some money to me it would be great. i don't care about  expensive brand ill just shop at walmart because they have pretty clothes.  also i wanna get my nails done at a salon . i see alot of girls have these  french tips. i never had my nail did at a salon before i will really  appreciate if i can and get my hair curled too. http://www.gofundme.com/dressprettyonce thanks omg please.﻿,1
LIKE AND SUBSCRIBE﻿,1
Please share and help to my Friend! http://www.gofundme.com/jormis  Thank  you very much!﻿,1
Hi! I would appreciate it if you all could help to like this poster on  Facebook:  https://www.facebook.com/nyghdramafest2014/photos/a.333608120156973.1073741830.327568907427561/333607726823679/?type=3&amp;theater ﻿,1
I love the song roar it make me think am fill the way﻿,0
i like this song the video goes perfect with it﻿,0
"Love these guys, love the song!﻿",0
me shaking my sexy ass on my channel enjoy ^_^ ﻿,1
hey guys!! visit my channel pleaase (i'm searching a dream)﻿,1
guys please subscribe me to help my channel grow please guys﻿,1
www.marketglory.com/strategygame/lordviperas﻿,1
"Check out our vids, our songs are awesome! And that I guarantee :)﻿",1
"How do you forget you have a choice, and what the fuck, surviving a plane  crash has a 1/1000 chance of happening.﻿",0
Its funny because I listen to rock and death metal. But i like this.﻿,0
Super awesome video<br />﻿,0
Please do buy these new Christmas shirts! You can buy at any time before  December 4th and they are sold worldwide! Don't miss out:  http://teespring.com/treechristmas﻿,1
SUP GUS THIS IS A VIDEO FOR PEOPLE WHO LOVES PARTY ROCK SO THANKS FOR WATCHING AND PLEASE SUBSCRIBE:)!!﻿,1
Why does this video have so many views? Because asian things are awesome and non-asian countries are jelly so they  try to learn from asia by looking at this video d:﻿,0
"Check out our app to solve all your party/drunk problems! <br /><a href=""https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en"">https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en</a>﻿",1
Omg﻿,0
Subscribe to my channel !﻿,1
"And after the video ends, a 13 ft. boa constrictor squeezes her to death.﻿",0
I dont even watch it anymore i just come here to check on 2 Billion or not﻿,0
"969,210 dislikes like dislike themselves﻿",0
Watch my videos xx﻿,1
Check out this video on YouTube:..🌈🌈🌈﻿,1
My telephone!﻿,0
thumbs up if u checked this video to see hw views it got﻿,0
"great song, but we all know that Katy buys her views..﻿",0
Check out this video on YouTube:Qq﻿,1
Check out this video on YouTube:﻿,1
EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,1
Check out this video on YouTube:﻿,1
PLEASE DON&#39;T LIKE THIS COMMENT IF YOU ARE WATCHING IN 2015!!!!!!!!!!!﻿,1
How can this have 2 billion views when there's only me on the planet? LOL﻿,0
I really love this video.. http://www.bubblews.com/account/389088-sheilcen﻿,1
The great mother of the jungle. Sweet and natural. I like her videos.﻿,0
The first comment is chuck norrus ovbiously :D﻿,0
Check out this playlist on YouTube:a﻿,1
Get free gift cards and pay pal money!﻿,1
Party rock! XD﻿,0
;-)﻿,0
Subscribe me please﻿,1
This was such an epic track. And the video is awesome!﻿,0
She is a perfect wonder.....﻿,0
Love this song makes me wanna dance! ﻿,0
Check out this playlist on YouTube:﻿,1
just for test I have to say murdev.com,1
Still watching this 2 years later? ﻿,0
Check out this video on YouTube:﻿,1
"Came here to check the views, goodbye.﻿",0
OMG over 2 billion views!﻿,0
:3﻿,0
Check out this video on YouTube:﻿,1
"&lt;script&gt;document.write('&lt;a target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt='+Math.floor(Math.random()*999999999)+'""&gt;');&lt;/script&gt;&lt;noscript&gt;&lt;a  target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt=[CACHEBUSTER] ""&gt;&lt;/noscript&gt;﻿",1
"She named the tiger Kitty Purry  No, seriously, she did, check the video ﻿",0
"Check my channel, please!﻿",1
LMFAO!﻿,0
https://www.facebook.com/pages/Komedi-burda-gel/775510675841486﻿,1
"<a href=""https://m.freemyapps.com/share/url/10b35481"">https://m.freemyapps.com/share/url/10b35481</a>﻿",1
Hey guys plz check out my youtube channel to c funny 2 girls 1 cup reaction  thanks and plz subscribe! Thanks﻿,1
this song is fu cking awesom!!!!!!!﻿,0
"Dumb Guy: Why is there 2 billion views when there are 7 million people on  earth??? Also, I know what 1+1 equals! 1+1=1! I am a smartie pants﻿",0
For Christmas Song visit my channel! ;)﻿,1
Check out this video on YouTube:﻿,1
Very Nice !!!<br />Yeah Fucking.﻿,0
pleas subscribe on me for ps4 games video <br /><i>______________________________</i><br />if you have som tips so contact me on kik or skype<br /><i>______________________________</i><br />Kik: pander26<br />Skype: sander.nicolaysen2<br /><i>______________________</i><br />pleas subscribe on me and Kashoo Gaming﻿,1
just came to check the view count﻿,0
katy perry will u sit on my face please. it would be really awesome and  i'll give you 5 dollars. ok if you want to do this then please call me and  subscribe to my channel first ok thats good and then u sit on my face and  ill get an erection then you sit more k?﻿,1
"Since she is a feminist champion, why would she want to reinforce the  stereotype of girls being girly by painting the nails of an elephant that  probably wouldn't even appreciate it?﻿",0
Thumbs up if you watched it in 2011﻿,0
Very good! Like! :D﻿,0
"  HI!:D!:) We’ re TWIN MELODY ,17 year old twins :) WE DID SOME COVERS!!WE DID A COVER OF BIRTHDAY BY KATY PERRY!!  PLEASE JUST TAKE 1 SECOND AND WATCH IT!! THANKS,MERCI,GRACIAS,DANKE,OBRIGADO,GRAZIE ….    !!!  &lt;3  XX HAVE A NICE DAY!!:D﻿",1
 <br />Please help me get 100 subscribers by the end of the night. Thx﻿,1
I did a cover if u want to check it out THANK U.....Michael Age 8﻿,1
"Rap from Belarus, check my channel:)﻿",1
Hey guys! Check this out: Kollektivet - Don't be slappin' my penis!  I  think that they deserve much more credit than they receive.﻿,1
Check out pivot animations in my channel﻿,1
"Hey, join me on tsū, a publishing platform where I share my content now:  http://tsu.co/MarkusMairhofer﻿",1
Hey come check us out were new on youtube let us know what you think and  don't forget to subscribe thanks.﻿,1
"The projects After Effects, Music, Foto, Web sites and another you can find  and buy here  http://audiojungle.net/user/EugeneKalinin/portfolio?ref=EugeneKalinin﻿",1
Katy has conqueror's haki &gt;:)﻿,0
HOW MANY THUMBS UP FOR LOUIS SAVING THE DAY!?!?﻿,1
https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!﻿,1
"how does this video have 2,127,322,484 views if there are only 7 million  people on earth?﻿",0
Katy Perry is garbage. Rihanna is the best singer in the world. ﻿,0
I love KATY PERRY &lt;3 &lt;3﻿,0
Sub my channel!﻿,1
and u should.d check my channel and tell me what I should do next!﻿,1
most viewed video in the world﻿,0
katy perry is awesome﻿,0
LMFAO!!!!!!!!﻿,0
Check me out I'm all about gaming ﻿,1
Check out this playlist on YouTube:🍴🍴🏄🏄🏄🍴🏄🏄🏄🏄🏊🏊🏊🏊🍴🍴🍴🍴🍴🏂🏂🏂🏂🏂🏆🍸🍸🍸🍸🏆🍻🍗🍵🍟🍟🍟🍟🍴🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕☕️🎣🎣☕️🍕🍕🎣🎣🎣🎣🎣🎣🎣🎣🎣🎣☕️🎣🍕🍔🍔🎣🎣☕️🎣🍹🍹🏂🏂🍹🎿🏆﻿,1
Please subscribe to me﻿,1
Check out this video on YouTube:﻿,1
I love this song so much﻿,0
Love this song makes me wanna dance! ﻿,0
I miss this song. 😢﻿,0
Nice song .See my new track.﻿,1
Follow me on twitter &amp; IG : __killuminati94﻿,1
sorry to all my haters<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />for party rock en﻿,0
"If I get 100 subscribers, I will summon Freddy Mercury's ghost to whipe  from the face of earth One Direction and Miley Cirus.﻿",1
Check the shit out on my channel<br /><br /><br />SUBSCRIBE YOU WILL LIKE IT﻿,1
every bady yust have a good time﻿,0
Katty is the best! ! ! ! ﻿,0
Check out this video on YouTube:﻿,1
Good times. ﻿,0
Wow this video is the most viewed youtube video.. second that comes Justin  bieber- baby SMH WHAT HAS THE WORLD COME TO﻿,0
"I'm sorry Katy Perry, I was being weird. I still love you &lt;3﻿",0
awesome﻿,0
The best song ever!﻿,0
Check out this video on YouTube:﻿,1
Likeeee﻿,0
"Hey yall its the real Kevin Hart, shout out to my fans!!! follow me +RealKevinHeart ﻿",1
Love your song makes me happy﻿,0
EVERYBODY PLEASE VOTE KATY AT EMA 2014 !!!!!  Best song  Best female Best pop Best live Best look  Best video  PLEASE VOTE KATY !!!!! PLEASE PLEASE PLEASE !!!!! VOTE VOTE VOTE !!!!! KATY KATY KATY !!!!!﻿,1
People who believe in Illuminati are stupid the same people believe that  911 was made by the American government﻿,0
"subscribe to <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104999962146104962510"" oid=""104999962146104962510"">SuperMarioLogan</a></span>  if you thot the robot dudes r epic and awsome﻿",1
"This song is great there are 2,127,315,950 views wow﻿",0
Fantastic!!!﻿,0
Check out this video on YouTube:<br />Looking for my wood pile...<br />Anyone seen it? Hmm?&#39;<br />How bout some pie now <br />Ladies?&#39;﻿,1
❤️ ❤️ ❤️ ❤️ ❤️❤️❤️❤️﻿,0
YOUTUBE MONEY !!!!!!!!!!!!!!!!!!!!!!!﻿,0
Check out this playlist on YouTube:pl﻿,1
https://www.facebook.com/pages/Hiphop-Express/704682339621282                 like this page yo﻿,1
This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,0
Check out this video on YouTube:﻿,1
Check out this video on YouTube:﻿,1
2.126.521.750  views!!!!!!!!!!!!!!!!!﻿,0
"I make guitar covers, please have a look at my channel﻿",1
"I started hating Katy Perry after finding out that she stole all of the  ideas on her videos  from an old comic book. Yet, her music is catchy. ﻿",0
Check out this playlist on YouTube:a﻿,1
just checking the views﻿,0
I know it old song but (like) if you watching in 2015﻿,0
Check out this video on YouTube:﻿,1
I'm watching this in 2014﻿,0
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! 😀😘﻿,0
this video is great .....!!! I love this........and like much katy perry﻿,0
http://www.billboard.com/articles/columns/pop-shop/6174122/fan-army-face-off-round-3 Vote for SONES please....we're against vips....please help us.. &gt;.&lt;﻿,1
The population of world is more than 7 billion﻿,0
"I like so much this music,  good ﻿",0
Check out this video on YouTube:﻿,1
Check out my covers I have a video coming out  please subscribe﻿,1
lol so funny love it﻿,0
We can have a party next share﻿,1
She is fit﻿,0
She's an old Whore!﻿,0
Katy perry songs aren't that bad ﻿,0
Check out this video on YouTube:﻿,1
Beautiful song﻿,0
"666,002,018 views! 666 million. 666! Katy Perry illuminati confirmed!!!﻿",0
"DAMNNNNNNNN, she is sexy O_O﻿",0
https://www.facebook.com/antrobofficial﻿,1
Check out this video on YouTube:﻿,1
very good song:)﻿,0
https://www.facebook.com/photo.php?fbid=313454548839369&amp;set=a.207230212795137.1073741825.100005244783212&amp;type=1&amp;theater  1111111111111111111﻿,1
everyones back lool this is almost 3 years old and people are still hear!  xD﻿,0
man check out the raps on my channel im better rapper than these nigger fools﻿,1
"People Who Say That ""This Song Is Too Old Now, There's No Point Of  Listening To It"" Suck. Just Stfu And Enjoy The Music. So, Your Mom Is Old  Too But You Still Listen To Her Right?....﻿",0
"Check out my dance videos!! You won&#39;t be disappointed!! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23KingLoTheDancer"">#KingLoTheDancer</a>﻿",1
Hey guys can you check my channel out plz. I do mine craft videos. Let's  shoot for 20 subs﻿,1
Great.This is a song﻿,0
"I fuckin love this song!<br /><br /><br />After, I&#39;m sexy and I know it ﻿",0
http://www.amazon.co.uk/gp/offer-listing/B00ECVF93G/sr=8-2/qid=1415297812/ref=olp_tab_refurbished?ie=UTF8&amp;condition=refurbished&amp;qid=1415297812&amp;sr=8-2 ﻿,1
Go to my channel if u want to see a fly getting burned alive﻿,1
Check out this video on YouTube:﻿,1
"The song is very good ...but the video makes no sense...just a nonsense  video...I mean she is telling her story of being stuck on an island, but  the song doesn't fit in the situation...but nvm...The song is good﻿",0
I love this song!!!﻿,0
"''Little Psy, only 5 months left.. Tumor in the head :( WE WILL MISS U &lt;3﻿",0
cool﻿,0
https://www.facebook.com/photo.php?v=4483179854075&amp;set=vb.1727483389&amp;type=2&amp;theater ﻿,1
You gonna hear me ROARRRR.....﻿,0
"Subscribe to me for free Android games, apps.. ﻿",1
Behold the most viewed youtube video in the history of ever﻿,0
http://www.rtbf.be/tv/emission/detail_the-voice-belgique/toutes-les-auditions/auditionDetail_?emissionId=3873&amp;id=342  Please join me to the voice Liked and shared it please to win more audition  score. Thanks so much﻿,1
What is he saying?!?!?!?!?!?!?!?$? ﻿,0
Like if you came here too see how many views this song has.﻿,0
omg﻿,0
awesome﻿,0
"Hey guys, I was working last night on this project, it's a music streamer  like spotify, but it allows you to download the files to listen to when  you're offline. Opening it as a free beta, feel free to try it out :) download: https://mega.co.nz/#!ehVjzKyA!5bGKg2iWPHZOHWAEUesrWnegqG_lABcO7Rw9WFX8hAo﻿",1
"https://apps.facebook.com/my-polls/utsitcompetition2014?from=user_link&amp;ref_id=ouxg5e .  Please open this link and vote for  anand niketan international school, the  project name is project Fr-e-dom and share it with  yours friend.﻿",1
"Just coming to check if people are still viewing this video. And  apparently, they still do.﻿",0
Free my apps get 1m crdits ! Just click on the link and download a app and  done!! · Link: https://m.freemyapps.com/share/url/5af506e1﻿,1
Hey plz check out my music video. Thanks!! :-)﻿,1
The Guy in the yellow suit kinda looks like Jae-suk ﻿,0
More... http://www.sunfrogshirts.com/Sunglass-World.html?24398﻿,1
wait I SAW A KID NOT KIDDING﻿,0
"hi guys please check out my vids , i will promos to subscribe to you to﻿",1
Check out this video on YouTu﻿,1
http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,1
It should be illegal to be this goodlooking as this babe is...﻿,0
watch?v=vtaRGgvGtWQ   Check this out .﻿,1
Awesome video this is one of my favorite  songs😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿,0
nice ..very nice﻿,0
Its 2015 and still shuffling to this song🎶🎵🎧﻿,0
Come check out our parody of this!﻿,1
OPPA &lt;3﻿,0
I&#39;m A SUBSCRIBER﻿,1
"Need money ? check my channel and subscribe,soon will post how to get it )﻿",1
Dear friends please subscribe to my channel I will be very glad to see You virucide ;-)﻿,1
i was born in the wrong generation﻿,0
Who&#39;s watching in 2015 Subscribe for me !﻿,1
I hate videos like these with those poor animals.﻿,0
subscribe to my channel people :D﻿,1
For all of the little kidz out there there is Like 7 to 8 Billon people on  earth NOT 7 to 8 MILLON.Get you facts straight before posting comments.﻿,0
Also LuckyMusiqLive she probably could help u make it big because I think u  have talent. Just look her name up on the internet. Hit me up when u get  this message﻿,1
This is my favorite song ever love this Party Rock It Everybody!!!!﻿,0
Please subscribe every sub gets a shout out tell me what type of videos u  want and I will try make it happen﻿,1
Thanks to this video we know that Nokia phones can survive a plane crash.﻿,0
Subscribe and u are gonna hear me roar ;)﻿,1
this comment is wrong﻿,0
share your thoughts﻿,1
I love katty perry﻿,0
Hey everyone. Watch this trailer!!!!!!!!  http://believemefilm.com?hlr=h2hQBUVB﻿,1
I remember back when this was so popular everyone on our school was shuffling it was crazy﻿,0
http://www.ermail.pl/dolacz/UnNfY2I=                  Please click on the  link﻿,1
"<a href=""https://m.freemyapps.com/share/url/505b0232"">https://m.freemyapps.com/share/url/505b0232</a>﻿",1
Katy Perry is lion﻿,0
Check out this video on YouTube:﻿,1
I love her green eyes﻿,0
https://soundcloud.com/artady please check my stuff; and make some feedback﻿,1
This is getting old.........﻿,0
Check out this video on YouTube:hjalp﻿,1
Check out this video on YouTube:﻿,1
i am a big fan of you and i love you﻿,0
like this comment if you&#39;re watching this video when big bang happened<br />i do﻿,1
No one makes me wanna party like LMFAO does... I just wanna rage every time one of these songs comes on. The only other band that does that is &quot;On the Rocks Inc.&quot; those kids know how to party﻿,0
Check out this video on YouTube:﻿,1
I love that you subscribed﻿,1
katy is mine the girl of my dreams ♥﻿,0
Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;﻿,1
Check out this video on YouTube:﻿,1
Like this comment if you are watching on a phone﻿,1
Man this song really does get in your bones - one minute I&#39;m nearly dosing off to sleep - the next I&#39;m shuffling like crazy with hot feet XD﻿,0
Are those real animals﻿,0
Put famous people in the jungle for an hour and look what happens.﻿,0
not 2 million view anymore :))﻿,0
"Hey guys, I&#39;m a human.<br /><br /><br />But I don&#39;t want to be a human, I want to be a sexy fucking giraffe.<br /><br /><br />I already have the money for the surgery to elongate my spinal core, the surgery to change my skin pigment, and everything else! Like this post so others can root me on in my dream!!!!<br /><br /><br />Im fucking with you, I make music, check out my first song! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23giraffebruuh"">#giraffebruuh</a>﻿",1
Check out this video on YouTube﻿,1
SUBSCRIBE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,1
Best Music Ever!!!﻿,0
Check out this playlist on YouTube:﻿,1
Check out this video on YouTube:      <br />﻿,1
marketglory . com/strategygame/andrijamatf earn real money from game,1
hi guys please my android photo editor download. thanks https://play.google.com/store/apps/details?id=com.butalabs.photo.editor﻿,1
Our Beautiful Bella has been diagnosed with Wobbler's Syndrome. There is no  way we could afford to do her MRI or surgery. She is not just a dog she is  a very special member of our family. Without the surgery we fear we will  lose her. Please help!  http://www.gofundme.com/f7ekgw﻿,1
hey again if you guys wouldnt mind chacking out my rap give it like and il  giver 3 of your vids a like﻿,1
I love this song so much!:-D I've heard it so much I pretty much memorized  the lyrics﻿,0
This looks so fun and it's a good song﻿,0
It's been back for quite a while now.,0
Best song ever made i swear :D i still hear even doe it old!! who else?﻿,0
Hey! I'm NERDY PEACH and I'm a new youtuber and it would mean THE ABSOLUTE  world to me if you could check 'em out! &lt;3  Hope you like them! =D﻿,1
"Shuffling all the way with LMFAO! I like this one, wish I could shuffle like these crazy dudes﻿",0
why does the world not shuffle???﻿,0
subscribe like comment﻿,1
"Party rock anthem is love,party rock anthem is life﻿",0
":: ATTENTION : WE NEED 10 Million Views More for FIREWORK to Reach 500M .. We have only 1 and half day left for katy's birtgday. Listen How it could be possible?? &gt;&gt;JUST Open different Tabs from Different Browser &gt;&gt;Dont Watch Full Video, Remember We dont have time on hand, Its Time Wasting. View it only for 30 sec. Plz thumbs up and share﻿",1
"i was playing this song and the baby in my belly started to dance to  it.....sooooo cute, but had to take the song out cause of copy right and  add in a youtube made song....still sooo cute the baby danced to this song  LMFAO!!! https://plus.google.com/111982027348137311818/posts/g2JVinPueMo﻿",1
Check my first video out﻿,1
Cool﻿,0
Made in china....﻿,0
"She's got it all. Incredible voice, extremely hot, nice tits﻿",0
Subscribe and like to me for more how to videos on minecraft!﻿,1
Nice song﻿,0
Come and watch my video it is called the odowd crowd zombie movie part 1 ﻿,1
I love this shit but I disliked it because it's sucks﻿,0
There is 7 bilion poeple on earth Now stop being dumb﻿,0
Check out this video on YouTube:﻿,1
Check out this playlist on YouTube:﻿,1
Memories﻿,0
This is a weird video.﻿,0
Most viewed video on youtube...daaaaaaaaaaannng those views can almost  dominate the entire...china...﻿,0
Katy perry is and inspirational singer her voice is awesome and I loved her  so much . She achieved music history and I couldn't believe that . Guys if  you could take 1min to go to my channel and watch my first video I would be  greatly thankful for this :) ty guys N katy is still awesome xoxo﻿,1
Screw this Chinese crap i dont even understand what he is saying. Why isn't  he speaking English like everyone should?﻿,0
http://www.guardalo.org/best-of-funny-cats-gatti-pazzi-e-divertenti-2013-5287/100000415527985/ ﻿,1
she is horrible at acting. cringe-worhty.﻿,0
http://www.aaas.org/tech-i/vote#view/25874/2177367 VOTE SHELDON PLEASE  GUYS. GIVE IT 5 STARS. THANKS IN ADVANCE﻿,1
Follow 4 Follow                           @ VaahidMustafic Like 4 Like ﻿,1
MANY MEMORIES...........﻿,0
Katy Perry - Roar (Official)  #soundsofsunday   #music  ﻿,0
Song name??﻿,0
SUBSCRIBE me. if you do that leave your name so i can subs back ﻿,1
i love you katy perry because you will sing nice than shakira﻿,0
NOKIA spotted﻿,0
likeeeeeeeee﻿,0
Can somebody wake me up when we get to 3 billion views.﻿,0
"If the shitty Chinese Government didn't block YouTube over there, there'd  be close to 3 billion views right now. ﻿",0
subscribe me plzzzzzzz plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz﻿,1
Subscribe I&#39;ll subscribe back﻿,1
Since when has Katy Perry had her own YouTube channel?﻿,0
hi beaties! i made a new channel please go check it out and subscribe and  enjoy!﻿,1
Your going to hear me Roar !!!! :-))))   #soundsofsunday ﻿,0
"they said this video are not deserve 2billion views , while they keep  visiting it to watch the viewer . ﻿",0
Why dafuq is a Korean song so big in the USA. Does that mean we support  Koreans? Last time I checked they wanted to bomb us. ﻿,0
Check out this playlist on YouTube:m﻿,1
#2012bitches﻿,0
Hi everyone! Do you like music? Then why not check out my music channel. The LEXIS band will be uploading their own songs and covers soon so don&#39;t miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one click. -&gt;﻿,1
lets get it to 1 BILLION﻿,0
"Nature is beautiful, no need to place tits in video to impress people.﻿",0
"870,000,000 views...566,000 comments...oh my lanta﻿",0
Check out this playlist on YouTube:﻿,1
"Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :D﻿",0
"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock.﻿",0
I still to this day wonder why this video is so popular ?? illuminati  confirmed ??﻿,0
I made a gaming channel (Unique right?) :L Angry Minecraft!﻿,1
everyday i&#39;m subscribe﻿,1
Sign up for free on TSU and start making money on social media add/follow  me and ill add follow you!! http://tsu.co/Roberts9010﻿,1
The Perry you're doing a good job good job I love all of their videos and  by the way can you please describe to my channel please please please  please I'm trying to get as many comments to Skyburst lights is a cancer  and get famous please﻿,1
My 6th grade teacher looked exactly like Katy Perry come to think of it...﻿,0
Nice﻿,0
If I get 300 subscribers by tomorrow I'll do a epic Hunger Games Video! ﻿,1
Check my channel﻿,1
I really like this song.﻿,0
look at my channel i make minecraft pe lets play ﻿,1
check out my rapping hope you guys like it  https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork  and follow and message me :)﻿,1
"Don't mind me, I'm just checking what the views are up to : )﻿",0
"Check out: My Hood Doh, by Flixter Nossnevs﻿",1
Boooobs﻿,0
Hi guys my name is Dylan and I do IRL football videos I have 1030  subscribers and I think you guys would like my content so come check it out  and if you do subscribe!﻿,1
psy=korean﻿,0
Thumbs up if shrek is gay 👍﻿,1
"Hey ! I know most people don't like these kind of comments &amp; see at spam,  but I see as free advertising . So please check out my cover of Sparks Fly  by Taylor Swift ! It is not the best ever I know, but maybe with some  encouraging words of wisdom from many of you I can become better! Please go  to my channel and check it out !﻿",1
Check out my youtube channel for cool beatboxing (:﻿,1
Check out this video on YouTube:﻿,1
Best song ever ﻿,0
get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,1
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0
please subscribe i am a new youtuber and need help please subscribe and i  will subscribe back :D hoppa HOPPA GaNgAm StYlE﻿,1
"Does anyone here use gift cards like Amazon, itunes, psn, google play,  itunes, or any other gift cards? Then you'll be happy to know you can get  free gift card codes for free from an amazing site. Here is a $50 itunes  gift card code XXBB5TCZHM39HVZD﻿",1
https://www.facebook.com/myfunnyriddles﻿,1
Tuto to subscribe to my channel because you should sign up for 17 l please thank you I&#39;d do anything for you to sign up a lot of good video I usually do!﻿,1
"Lets be honest, you wouldn't last 1 day on your own in the jungle. Stop  living n a fairy world.﻿",0
Check out this playlist on YouTube:י<br /><br /><br /><br />⛺🏤⛺⛺﻿,1
this jap is such a piece of shit. he is such a worthless fish head. i dont  know how any one likes this dumb untanlted gook. this isnt even fucken  music. this is so fucking sad that this is even such thing. people are so  fucked up.﻿,0
Hey ! Subscribe  to me for the peace in the world ! ♥﻿,1
"I love katy fashions tiger, care to visit my blog sinar jahitan  I also have the tiger collections tqvm﻿",1
Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8﻿,0
Glad to know im not the only one who knows its katheryn's birthday today :)  happy birthday katy...and my sister. (they seriously have the same  birthday...)﻿,0
Check out this video on YouTube:﻿,1
Check out this video on YouTube:<br /><br />﻿,1
Please become my first subscriber.  Thank you.﻿,1
"""....because I AM a champion...and you're gonna hear me roar!""   Today I AM my own champion  Today I AM a champion for the Creator  Today I AM doing positive in my world Today I AM blessing and healing all around me Today I AM successful and  creating success  ﻿",0
still.. this reminds me of 1 years back when i was do shuffle everyday﻿,0
